6.745098039215686736e-01,7.450980392156862642e-02,5.529411764705882693e-01,3.215686274509804154e-01,7.098039215686274828e-01,8.235294117647058709e-02,8.823529411764705621e-01,2.117647058823529382e-01,7.254901960784313486e-01,0.000000000000000000e+00
1.843137254901960898e-01,8.470588235294117530e-01,3.882352941176470673e-01,6.980392156862744724e-01,1.725490196078431349e-01,8.862745098039215286e-01,7.843137254901960675e-02,6.941176470588235059e-01,2.392156862745098145e-01,1.000000000000000000e+00
1.490196078431372528e-01,8.313725490196078871e-01,4.000000000000000222e-01,6.862745098039215730e-01,1.333333333333333315e-01,8.588235294117646523e-01,5.882352941176470507e-02,6.666666666666666297e-01,1.607843137254902077e-01,1.000000000000000000e+00
6.901960784313725394e-01,2.039215686274509776e-01,8.627450980392157298e-01,7.843137254901960675e-02,6.784313725490196401e-01,2.705882352941176294e-01,5.294117647058823595e-01,6.666666666666666574e-02,6.588235294117646967e-01,0.000000000000000000e+00
1.333333333333333315e-01,8.470588235294117530e-01,4.392156862745097978e-01,7.176470588235294157e-01,1.450980392156862864e-01,8.627450980392157298e-01,6.274509803921568540e-02,6.745098039215686736e-01,1.490196078431372528e-01,1.000000000000000000e+00
7.333333333333332815e-01,2.274509803921568596e-01,8.666666666666666963e-01,7.058823529411764608e-02,7.176470588235294157e-01,2.784313725490196179e-01,6.274509803921568540e-02,7.058823529411764608e-02,2.588235294117647300e-01,0.000000000000000000e+00
7.176470588235294157e-01,1.803921568627450955e-01,4.980392156862745168e-01,1.019607843137254888e-01,7.098039215686274828e-01,2.235294117647058931e-01,5.764705882352940680e-01,8.627450980392156743e-02,1.215686274509803905e-01,0.000000000000000000e+00
1.137254901960784298e-01,8.470588235294117530e-01,4.000000000000000222e-01,7.333333333333332815e-01,1.647058823529411742e-01,8.823529411764705621e-01,7.450980392156862642e-02,7.058823529411765163e-01,2.039215686274509776e-01,1.000000000000000000e+00
8.745098039215686292e-01,2.980392156862745057e-01,7.019607843137254388e-01,1.960784313725490169e-01,6.862745098039215730e-01,7.450980392156862642e-02,7.098039215686274828e-01,5.882352941176470507e-02,5.686274509803921351e-01,0.000000000000000000e+00
8.666666666666666963e-01,3.568627450980392246e-01,1.725490196078431349e-01,2.078431372549019718e-01,6.980392156862744724e-01,7.058823529411764608e-02,7.019607843137254388e-01,7.843137254901960675e-02,8.627450980392156743e-02,0.000000000000000000e+00
1.647058823529411742e-01,8.274509803921568096e-01,4.117647058823529216e-01,6.862745098039215730e-01,1.529411764705882470e-01,8.549019607843136859e-01,5.490196078431372473e-02,6.588235294117646967e-01,2.313725490196078538e-01,1.000000000000000000e+00
7.098039215686274828e-01,1.372549019607843257e-01,3.686274509803921795e-01,5.882352941176470507e-02,7.019607843137254388e-01,2.941176470588235392e-01,3.960784313725490002e-01,9.019607843137254777e-02,6.784313725490196401e-01,0.000000000000000000e+00
6.823529411764706065e-01,1.294117647058823650e-01,8.549019607843136859e-01,5.098039215686274439e-02,7.019607843137254388e-01,2.941176470588235392e-01,5.686274509803921351e-01,7.058823529411764608e-02,7.019607843137254388e-01,0.000000000000000000e+00
1.019607843137254888e-01,1.450980392156862864e-01,8.745098039215686292e-01,7.843137254901960675e-02,7.137254901960784492e-01,2.117647058823529382e-01,5.647058823529411686e-01,9.803921568627450844e-02,6.862745098039215730e-01,0.000000000000000000e+00
1.254901960784313708e-01,8.509803921568627194e-01,3.960784313725490002e-01,6.980392156862744724e-01,1.607843137254902077e-01,8.509803921568627194e-01,7.450980392156862642e-02,6.666666666666666297e-01,2.039215686274509776e-01,1.000000000000000000e+00
1.176470588235294101e-01,8.784313725490195957e-01,3.921568627450980338e-01,7.372549019607843590e-01,1.372549019607843257e-01,8.862745098039215286e-01,1.058823529411764691e-01,6.901960784313725394e-01,2.000000000000000111e-01,1.000000000000000000e+00
1.843137254901960898e-01,8.784313725490195957e-01,3.607843137254901911e-01,7.098039215686274828e-01,1.450980392156862864e-01,8.862745098039215286e-01,7.450980392156862642e-02,7.058823529411765163e-01,2.196078431372548989e-01,1.000000000000000000e+00
8.392156862745098200e-01,2.274509803921568596e-01,1.764705882352941291e-01,1.686274509803921684e-01,7.098039215686274828e-01,8.235294117647058709e-02,6.980392156862744724e-01,6.274509803921568540e-02,6.274509803921568540e-02,0.000000000000000000e+00
1.960784313725490169e-01,8.313725490196078871e-01,3.607843137254901911e-01,6.549019607843137303e-01,1.921568627450980504e-01,8.352941176470588536e-01,5.882352941176470507e-02,6.352941176470587870e-01,1.843137254901960898e-01,1.000000000000000000e+00
1.921568627450980504e-01,8.588235294117646523e-01,3.921568627450980338e-01,7.176470588235294157e-01,1.607843137254902077e-01,8.823529411764705621e-01,7.450980392156862642e-02,6.588235294117646967e-01,1.921568627450980504e-01,1.000000000000000000e+00
